[{'1'}],['Delayed']
[{'0'}],['On Time']
[{'1'}],['Delayed']
[{'1'}],['Delayed']
[{'1'}],['Delayed']
[{'1'}],['Delayed']
[{'0'}],['On Time']
[{'0'}],['On Time']
